FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
mw16985.txt,http://www.f0519141.xsph.ru,0.0625,www.f0519141.xsph.ru,0.22857142857142856,0.0,ru,0.5302377532062325,0.9020979020356008,0.03444818400821102,0.18087284263030487,0.0,0.4,0.0,0.0,0.0,0.05607476635514018,0.27731092436974797,0.14,0.538,0.0,0.0,0.0,0.043478260869565216,0.31284916201117313,0.0,0.0003154289834174477,7.501340864679561e-05,1.0,400 bad request,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
mw131249.txt,http://www.shprakserf.gq,0.05113636363636362,www.shprakserf.gq,0.18571428571428572,0.0,gq,0.5435401994606531,1.0,0.0001013564359711314,0.545828714910882,0.0,0.2,0.0,0.0,0.0,0.11214953271028036,0.6002400960384154,0.0,0.0,0.0,0.0,0.0,0.0,0.11731843575418993,0.0,0.0008111031002162941,0.0007013753708475389,1.0,shprakserf.gq,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
6569.txt,https://www.cryptocompare.com,0.07386363636363635,www.cryptocompare.com,0.24285714285714285,0.0,com,1.0,1.0,1.0,0.8564250534604185,0.25,0.2,0.0,0.0,0.0,0.14018691588785046,0.6434573829531813,0.0,0.0,0.0,0.0,0.0,0.0,0.08379888268156421,1.0,0.1085976928622927,0.06672817766175704,1.0,"cryptocurrency prices, portfolio, forum, rankings | cryptocompare.com",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0273972602739726,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.11187214611872145,0.028985507246376812,0.011142061281337047,0.10925196850393701,0.023809523809523808,0.03842364532019704,benign
394270.txt,https://www.diariodealmeria.es,0.07954545454545453,www.diariodealmeria.es,0.2571428571428571,0.0,es,1.0,1.0,0.01226011274277974,0.8781457077427417,0.0,0.2,0.0,0.0,0.0,0.14953271028037382,0.6626650660264107,0.0,0.0,0.0,0.0,0.0,0.0,0.07262569832402233,1.0,0.5138788752703677,0.0016615470015265228,1.0,diario de almeria - diario de almerÃ­a,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0273972602739726,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49543378995433784,0.057971014492753624,0.027855153203342618,0.5994094488188977,0.14285714285714285,0.09162561576354679,benign
518245.txt,https://www.town.minamichita.lg.jp,0.10227272727272727,www.town.minamichita.lg.jp,0.3142857142857143,0.0,jp,1.0,0.5311004781705089,0.04407111703015698,0.701680630859079,0.0,0.6000000000000001,0.0,0.0,0.0,0.16822429906542055,0.6542617046818728,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.39106145251396635,1.0,0.018249819754866618,0.005524737546836497,1.0,å—çŸ¥å¤šç”ºå…¬å¼ã‚¦ã‚§ãƒ–ã‚µã‚¤ãƒˆ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.08447488584474885,0.14492753623188406,0.0584958217270195,0.001968503937007874,0.0,0.006896551724137931,benign
683655.txt,https://www.bwresearch.com,0.05681818181818182,www.bwresearch.com,0.19999999999999998,0.0,com,1.0,1.0,1.0,0.7965679457082657,0.25,0.2,0.0,0.0,0.0,0.11214953271028036,0.5762304921968788,0.0,0.0,0.0,0.0,0.0,0.0,0.10614525139664802,1.0,0.014194304253785147,0.0006263619622007434,1.0,bw research partnership,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0319634703196347,0.028985507246376812,0.011142061281337047,0.001968503937007874,0.023809523809523808,0.003940886699507389,benign
638225.txt,https://www.musicvideoproduction.guru,0.11931818181818182,www.musicvideoproduction.guru,0.3571428571428571,0.0,guru,1.0,1.0,0.00018244158474803651,0.7264261775670151,0.5,0.2,0.0,0.0,0.0,0.21495327102803738,0.767106842737095,0.0,0.0,0.0,0.0,0.0,0.0,0.039106145251396635,1.0,0.035733597692862294,0.01265476203871442,1.0,miami video production - music video company | regulus films,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0273972602739726,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0228310502283105,0.043478260869565216,0.016713091922005572,0.022637795275590553,0.023809523809523808,0.016748768472906402,benign
7972389.txt,https://service-mitld.firebaseapp.com/,0.125,service-mitld.firebaseapp.com,0.3571428571428571,0.0,com,0.6285744581339473,0.33818181842247935,1.0,0.7604443880938814,0.25,0.2,0.0,0.0,0.0,0.24299065420560745,0.8439375750300121,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.3351955307262569,1.0,0.0006308579668348954,0.0003338096684782405,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,phishing
mw34096.txt,http://www.kuradox92.lima-city.de,0.09659090909090909,www.kuradox92.lima-city.de,0.3142857142857143,0.0,de,0.4311153601049361,0.3971291862192257,0.06243996304506098,0.5756753919994981,0.0,0.4,0.0,0.0,0.0,0.14953271028037382,0.6002400960384154,0.04,0.124,0.0,0.0,0.0,0.08695652173913043,0.40782122905027923,0.0,0.0018475126171593366,0.0009714236419760033,1.0,www.kuradox92.lima-city.de - zugriff / access: #403,0.05263157895,0.05263157895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00228310502283105,0.0,0.0,0.000984251968503937,0.0,0.0009852216748768472,phishing
8008520.txt,https://liuy-9a930.web.app/,0.0625,liuy-9a930.web.app,0.19999999999999998,0.0,app,0.5221588114447198,0.4545454541983471,0.002872403147710177,0.4126776611263026,0.25,0.2,0.0,0.0,0.0,0.102803738317757,0.5078031212484995,0.08,0.308,0.0,0.0,0.0,0.08695652173913043,0.5251396648044693,1.0,0.004776496034607065,0.03038418117238456,1.0,site not found,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029556650246305416,phishing
86745.txt,https://www.landed.com,0.03409090909090909,www.landed.com,0.14285714285714285,0.0,com,1.0,1.0,1.0,0.8124129340227856,0.25,0.2,0.0,0.0,0.0,0.07476635514018691,0.4573829531812726,0.0,0.0,0.0,0.0,0.0,0.0,0.1508379888268156,1.0,0.06592465753424656,0.005539740228565856,1.0,landed | homebuying navigator for essential professionals,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0136986301369863,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.02968036529680365,0.2463768115942029,0.0807799442896936,0.04429133858267716,0.011904761904761904,0.058128078817733984,benign
8029912.txt,https://ipfs.io/ipfs/qmrvvyr84esa2assw9vvwupqjgsdn4c3dwkusfdwzdz3kn?clientid=noc@protocol.ai,0.4318181818181819,ipfs.io,0.04285714285714285,0.0,io,0.051013545625281015,1.0,0.024721025971917384,0.5262317201967971,0.0,0.0,0.0,0.0,0.0,0.6448598130841121,0.9099639855942379,0.14,0.154,0.2,0.3333333333333333,0.0,0.17391304347826086,0.31284916201117313,1.0,0.004641312184571016,0.005937311294393873,1.0,roundcube webmail :: welcome to roundcube webmail,0.0,0.025316455699999997,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07246376811594203,0.016713091922005572,0.0,0.0,0.0019704433497536944,phishing
8066660.txt,http://att-103731-107123.weeblysite.com/,0.14204545454545456,att-103731-107123.weeblysite.com,0.39999999999999997,0.0,com,0.33406823420700216,0.5,1.0,0.4416759906516159,0.25,0.2,0.0,0.0,0.0,0.14953271028037382,0.4801920768307324,0.24,0.6,0.0,0.0,0.0,0.17391304347826086,0.5810055865921786,0.0,0.0004956741167988464,0.0003563136910722792,1.0,redirecting to https://att-103731-107123.weeblysite.com,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000984251968503937,0.0,0.0009852216748768472,phishing
53440.txt,https://www.bikeseoul.com,0.05113636363636362,www.bikeseoul.com,0.18571428571428572,0.0,com,1.0,1.0,1.0,0.8028403298076472,0.25,0.2,0.0,0.0,0.0,0.102803738317757,0.5498199279711886,0.0,0.0,0.0,0.0,0.0,0.0,0.11731843575418993,1.0,0.05988644556596972,0.00119646386791639,1.0,ì„œìš¸ìžì „ê±° ë”°ë¦‰ì´ - ë¬´ì¸ëŒ€ì—¬ì‹œìŠ¤í…œ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10714285714285714,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03424657534246575,0.42028985507246375,0.04735376044568245,0.04822834645669291,0.0,0.012807881773399013,benign
8065475.txt,https://hidok4f8zl.firebaseapp.com/,0.11363636363636365,hidok4f8zl.firebaseapp.com,0.3142857142857143,0.0,com,0.6208009049293082,0.4793388432802404,1.0,0.6089419542723894,0.25,0.2,0.0,0.0,0.0,0.205607476635514,0.7551020408163266,0.04,0.114,0.0,0.0,0.0,0.08695652173913043,0.3631284916201116,1.0,0.004776496034607065,0.03038418117238456,1.0,site not found,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029556650246305416,phishing
584755.txt,https://www.ibeani.co.uk,0.04545454545454544,www.ibeani.co.uk,0.17142857142857143,0.0,uk,1.0,0.7171717175573922,0.0546081703614275,0.8337158519943744,0.0,0.4,0.0,0.0,0.0,0.08411214953271028,0.4693877551020409,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.36871508379888257,1.0,0.11819574621485218,0.014822649548606813,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.273972602739726,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1461187214611872,1.0,0.055710306406685235,0.13484251968503938,0.0,0.022660098522167486,benign
603823.txt,https://www.metroretrovintage.com,0.09659090909090909,www.metroretrovintage.com,0.3,0.0,com,1.0,1.0,1.0,0.8806448711982977,0.25,0.2,0.0,0.0,0.0,0.17757009345794392,0.7130852340936376,0.0,0.0,0.0,0.0,0.0,0.0,0.055865921787709466,1.0,0.14356524873828405,0.009973032679591477,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2602739726027397,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.19406392694063926,0.043478260869565216,0.055710306406685235,0.09153543307086615,0.0,0.008866995073891625,benign
mw52024.txt,http://www.ooguy.com,0.02272727272727272,www.ooguy.com,0.1285714285714286,0.0,com,0.7821044180179518,1.0,1.0,0.8311295964195898,0.25,0.2,0.0,0.0,0.0,0.06542056074766354,0.44177671068427377,0.0,0.0,0.0,0.0,0.0,0.0,0.17877094972067037,0.0,0.0,0.000581353917012666,1.0,object moved,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000984251968503937,0.0,0.0009852216748768472,phishing
